Date,Month,Year,Quarter,DayOfWeek,IsHoliday,Day
2023-08-01,August,2023,Q3,Tuesday,0,1
2023-08-02,August,2023,Q3,Wednesday,0,2
2023-08-03,August,2023,Q3,Thursday,0,3
2023-08-04,August,2023,Q3,Friday,0,4
2023-08-05,August,2023,Q3,Saturday,0,5
2023-08-06,August,2023,Q3,Sunday,0,6
2023-08-07,August,2023,Q3,Monday,0,7
2023-08-08,August,2023,Q3,Tuesday,0,8
2023-08-09,August,2023,Q3,Wednesday,0,9
2023-08-10,August,2023,Q3,Thursday,0,10
2023-08-11,August,2023,Q3,Friday,0,11
2023-08-12,August,2023,Q3,Saturday,0,12
2023-08-13,August,2023,Q3,Sunday,0,13
2023-08-14,August,2023,Q3,Monday,0,14
2023-08-15,August,2023,Q3,Tuesday,1,15
2023-08-16,August,2023,Q3,Wednesday,0,16
2023-08-17,August,2023,Q3,Thursday,0,17
2023-08-18,August,2023,Q3,Friday,0,18
2023-08-19,August,2023,Q3,Saturday,0,19
2023-08-20,August,2023,Q3,Sunday,0,20
2023-08-21,August,2023,Q3,Monday,0,21
2023-08-22,August,2023,Q3,Tuesday,0,22
2023-08-23,August,2023,Q3,Wednesday,0,23
2023-08-24,August,2023,Q3,Thursday,0,24
2023-08-25,August,2023,Q3,Friday,0,25
2023-08-26,August,2023,Q3,Saturday,0,26
2023-08-27,August,2023,Q3,Sunday,0,27
2023-08-28,August,2023,Q3,Monday,0,28
2023-08-29,August,2023,Q3,Tuesday,0,29
2023-08-30,August,2023,Q3,Wednesday,0,30
2023-08-31,August,2023,Q3,Thursday,0,31
2023-09-01,September,2023,Q3,Friday,0,1
2023-09-02,September,2023,Q3,Saturday,0,2
2023-09-03,September,2023,Q3,Sunday,0,3
2023-09-04,September,2023,Q3,Monday,0,4
2023-09-05,September,2023,Q3,Tuesday,0,5
2023-09-06,September,2023,Q3,Wednesday,0,6
2023-09-07,September,2023,Q3,Thursday,0,7
2023-09-08,September,2023,Q3,Friday,0,8
2023-09-09,September,2023,Q3,Saturday,0,9
2023-09-10,September,2023,Q3,Sunday,0,10
2023-09-11,September,2023,Q3,Monday,0,11
2023-09-12,September,2023,Q3,Tuesday,0,12
2023-09-13,September,2023,Q3,Wednesday,0,13
2023-09-14,September,2023,Q3,Thursday,0,14
2023-09-15,September,2023,Q3,Friday,0,15
2023-09-16,September,2023,Q3,Saturday,0,16
2023-09-17,September,2023,Q3,Sunday,0,17
2023-09-18,September,2023,Q3,Monday,0,18
2023-09-19,September,2023,Q3,Tuesday,0,19
2023-09-20,September,2023,Q3,Wednesday,0,20
2023-09-21,September,2023,Q3,Thursday,0,21
2023-09-22,September,2023,Q3,Friday,0,22
2023-09-23,September,2023,Q3,Saturday,0,23
2023-09-24,September,2023,Q3,Sunday,0,24
2023-09-25,September,2023,Q3,Monday,0,25
2023-09-26,September,2023,Q3,Tuesday,0,26
2023-09-27,September,2023,Q3,Wednesday,0,27
2023-09-28,September,2023,Q3,Thursday,0,28
2023-09-29,September,2023,Q3,Friday,0,29
2023-09-30,September,2023,Q3,Saturday,0,30
2023-10-01,October,2023,Q4,Sunday,0,1
2023-10-02,October,2023,Q4,Monday,1,2
2023-10-03,October,2023,Q4,Tuesday,0,3
2023-10-04,October,2023,Q4,Wednesday,0,4
2023-10-05,October,2023,Q4,Thursday,0,5
2023-10-06,October,2023,Q4,Friday,0,6
2023-10-07,October,2023,Q4,Saturday,0,7
2023-10-08,October,2023,Q4,Sunday,0,8
2023-10-09,October,2023,Q4,Monday,0,9
2023-10-10,October,2023,Q4,Tuesday,0,10
2023-10-11,October,2023,Q4,Wednesday,0,11
2023-10-12,October,2023,Q4,Thursday,0,12
2023-10-13,October,2023,Q4,Friday,0,13
2023-10-14,October,2023,Q4,Saturday,0,14
2023-10-15,October,2023,Q4,Sunday,0,15
2023-10-16,October,2023,Q4,Monday,0,16
2023-10-17,October,2023,Q4,Tuesday,0,17
2023-10-18,October,2023,Q4,Wednesday,0,18
2023-10-19,October,2023,Q4,Thursday,0,19
2023-10-20,October,2023,Q4,Friday,0,20
2023-10-21,October,2023,Q4,Saturday,0,21
2023-10-22,October,2023,Q4,Sunday,0,22
2023-10-23,October,2023,Q4,Monday,0,23
2023-10-24,October,2023,Q4,Tuesday,0,24
2023-10-25,October,2023,Q4,Wednesday,0,25
2023-10-26,October,2023,Q4,Thursday,0,26
2023-10-27,October,2023,Q4,Friday,0,27
2023-10-28,October,2023,Q4,Saturday,0,28
2023-10-29,October,2023,Q4,Sunday,0,29
2023-10-30,October,2023,Q4,Monday,0,30
2023-10-31,October,2023,Q4,Tuesday,0,31
2023-11-01,November,2023,Q4,Wednesday,1,1
2023-11-02,November,2023,Q4,Thursday,0,2
2023-11-03,November,2023,Q4,Friday,0,3
2023-11-04,November,2023,Q4,Saturday,0,4
2023-11-05,November,2023,Q4,Sunday,0,5
2023-11-06,November,2023,Q4,Monday,0,6
2023-11-07,November,2023,Q4,Tuesday,0,7
2023-11-08,November,2023,Q4,Wednesday,0,8
2023-11-09,November,2023,Q4,Thursday,0,9
2023-11-10,November,2023,Q4,Friday,0,10
2023-11-11,November,2023,Q4,Saturday,0,11
2023-11-12,November,2023,Q4,Sunday,0,12
2023-11-13,November,2023,Q4,Monday,0,13
2023-11-14,November,2023,Q4,Tuesday,0,14
2023-11-15,November,2023,Q4,Wednesday,0,15
2023-11-16,November,2023,Q4,Thursday,0,16
2023-11-17,November,2023,Q4,Friday,0,17
2023-11-18,November,2023,Q4,Saturday,0,18
2023-11-19,November,2023,Q4,Sunday,0,19
2023-11-20,November,2023,Q4,Monday,0,20
2023-11-21,November,2023,Q4,Tuesday,0,21
2023-11-22,November,2023,Q4,Wednesday,0,22
2023-11-23,November,2023,Q4,Thursday,0,23
2023-11-24,November,2023,Q4,Friday,0,24
2023-11-25,November,2023,Q4,Saturday,0,25
2023-11-26,November,2023,Q4,Sunday,0,26
2023-11-27,November,2023,Q4,Monday,0,27
2023-11-28,November,2023,Q4,Tuesday,0,28
2023-11-29,November,2023,Q4,Wednesday,0,29
2023-11-30,November,2023,Q4,Thursday,0,30
2023-12-01,December,2023,Q4,Friday,0,1
2023-12-02,December,2023,Q4,Saturday,0,2
2023-12-03,December,2023,Q4,Sunday,0,3
2023-12-04,December,2023,Q4,Monday,0,4
2023-12-05,December,2023,Q4,Tuesday,0,5
2023-12-06,December,2023,Q4,Wednesday,0,6
2023-12-07,December,2023,Q4,Thursday,0,7
2023-12-08,December,2023,Q4,Friday,0,8
2023-12-09,December,2023,Q4,Saturday,0,9
2023-12-10,December,2023,Q4,Sunday,0,10
2023-12-11,December,2023,Q4,Monday,0,11
2023-12-12,December,2023,Q4,Tuesday,0,12
2023-12-13,December,2023,Q4,Wednesday,0,13
2023-12-14,December,2023,Q4,Thursday,0,14
2023-12-15,December,2023,Q4,Friday,0,15
2023-12-16,December,2023,Q4,Saturday,0,16
2023-12-17,December,2023,Q4,Sunday,0,17
2023-12-18,December,2023,Q4,Monday,0,18
2023-12-19,December,2023,Q4,Tuesday,0,19
2023-12-20,December,2023,Q4,Wednesday,0,20
2023-12-21,December,2023,Q4,Thursday,0,21
2023-12-22,December,2023,Q4,Friday,0,22
2023-12-23,December,2023,Q4,Saturday,0,23
2023-12-24,December,2023,Q4,Sunday,0,24
2023-12-25,December,2023,Q4,Monday,1,25
2023-12-26,December,2023,Q4,Tuesday,0,26
2023-12-27,December,2023,Q4,Wednesday,0,27
2023-12-28,December,2023,Q4,Thursday,0,28
2023-12-29,December,2023,Q4,Friday,0,29
2023-12-30,December,2023,Q4,Saturday,0,30
2023-12-31,December,2023,Q4,Sunday,0,31
