TicketID,CreatedDate,ClosedDate,AgencyName,ComplaintType,Status,Latitude,Longitude,ZipCode,ResolutionDays,ReopenCount,SeverityScore,SentimentScore,CostEstimate,PopulationDensity,SLAStatus,SLA_Compliant,Year,Month,Quarter
TG-29236,2023-08-23,2023-08-31,GHMC,Drainage Blockage,Closed,17.255414,77.297711,500016,8,1,5.8,-0.52,42677.95,14356.9,Breached,Late,2023,August,3
TG-29237,2023-02-28,2023-03-17,GHMC,Drainage Blockage,Closed,19.728811,81.128311,500035,17,3,6.91,-0.287,44527.82,8481.5,Breached,Late,2023,February,1
TG-29238,2023-04-14,2023-04-25,Food & Civil Supplies,Ration Card Issue,Closed,19.016684,77.706697,503185,11,2,4.02,-0.222,16856.82,2211.1,Breached,Late,2023,April,2
TG-29239,2023-09-27,2023-09-28,Labour Department,Labour Wage Dispute,Closed,17.741377,80.998161,505325,1,0,7.2,0.403,39073.43,2936.2,Within SLA,Late,2023,September,3
TG-29240,2023-11-20,2023-11-25,GHMC,Footpath Encroachment,Closed,17.186462,78.449674,501301,5,0,3.43,-0.168,4453.12,8220.7,Within SLA,Late,2023,November,4
TG-29241,2023-09-26,2023-10-03,GHMC,Drainage Blockage,Closed,18.120936,79.716954,505468,7,0,7.15,0.22,19434.93,2255.2,Within SLA,Late,2023,September,3
TG-29242,2023-01-10,2023-01-17,Food & Civil Supplies,Ration Card Issue,Closed,18.390141,78.394002,507303,7,0,6.23,0.41,20984.68,465.3,Within SLA,Late,2023,January,1
TG-29243,2023-03-31,2023-04-10,HMWS&SB,Water Supply Disruption,Closed,17.959672,79.060646,506001,10,1,9.35,-0.05,128784.29,3244.3,Breached,Late,2023,March,1
TG-29244,2023-06-02,2023-06-13,HMDA,Illegal Construction,Closed,18.645973,77.536443,503185,11,0,7.2,0.021,46765.22,580.6,Within SLA,Late,2023,June,2
TG-29245,2023-03-10,,Education Department,School Infrastructure Issue,Open,17.836763,77.865198,500033,9,0,6.81,0.17,23908.46,9124.8,Within SLA,Open,2023,March,1
TG-29246,2023-02-24,2023-03-11,Education Department,School Infrastructure Issue,Closed,17.867291,77.336126,502270,15,0,5.26,0.186,9632.49,2042.0,Within SLA,Late,2023,February,1
TG-29247,2023-06-11,,Education Department,School Infrastructure Issue,Pending,18.733468,80.798494,506001,27,1,5.54,-0.217,9780.95,3606.0,Breached,Open,2023,June,2
TG-29248,2023-07-05,2023-07-20,Labour Department,Labour Wage Dispute,Closed,18.504715,78.560514,502319,15,0,6.72,-0.071,39944.45,1094.7,Within SLA,Late,2023,July,3
TG-29249,2023-01-04,,Transport Department,Vehicle Registration Delay,Pending,17.033051,78.488108,501512,17,0,4.12,-0.153,1893.35,3427.7,Breached,Open,2023,January,1
TG-29250,2023-07-10,2023-07-17,TSRTC,Bus Route Irregularity,Closed,18.950946,78.872703,507101,7,0,4.52,0.235,2897.68,1169.2,Within SLA,Late,2023,July,3
TG-29251,2023-04-20,2023-04-22,Public Health,Hospital Staff Misconduct,Closed,19.300747,77.634483,505001,2,0,6.37,-0.429,58363.64,671.5,Within SLA,Late,2023,April,2
TG-29252,2023-10-22,2023-10-28,GHMC,Footpath Encroachment,Closed,18.173212,77.997683,500008,6,0,3.72,0.283,3763.26,17627.2,Within SLA,Late,2023,October,4
TG-29253,2023-11-28,,Education Department,School Infrastructure Issue,Pending,18.528474,78.674864,502270,22,0,5.1,0.104,6074.02,1767.8,Breached,Open,2023,November,4
TG-29254,2023-05-27,2023-06-17,GHMC,Streetlight Not Working,Closed,19.096646,79.860378,500002,21,2,3.9,0.127,11056.5,10109.1,Breached,Late,2023,May,2
TG-29255,2023-03-24,2023-04-18,Revenue Department,Property Tax Dispute,Closed,17.327029,78.915632,500039,25,0,5.64,0.099,19855.58,5140.5,Within SLA,Late,2023,March,1
TG-29256,2023-12-21,,Agriculture Department,Crop Damage Compensation,Pending,17.454985,78.511192,500018,28,1,7.55,-0.697,54932.69,10619.7,Breached,Open,2023,December,4
TG-29257,2023-01-20,,Transport Department,Vehicle Registration Delay,Open,17.971849,80.160954,507115,2,1,3.96,-0.129,4983.84,1137.5,Within SLA,Open,2023,January,1
TG-29258,2023-12-18,2024-01-23,Panchayati Raj,Rural Road Damage,Closed,18.630439,79.413411,503185,36,1,7.9,-0.242,85610.17,1466.5,Breached,Late,2023,December,4
TG-29259,2023-01-24,,TSIIC,Industrial Pollution,Open,18.274777,79.401547,503187,25,0,7.32,0.107,94123.84,2005.4,Within SLA,Open,2023,January,1
TG-29260,2023-09-10,2023-09-14,HMWS&SB,Water Pipeline Leakage,Closed,18.415879,77.380454,508207,4,0,8.73,-0.032,81193.45,1465.6,Within SLA,Late,2023,September,3
TG-29261,2023-04-21,2023-04-23,TSNPDCL,Electricity Meter Tampering,Closed,19.43342,79.815014,500003,2,0,7.07,0.16,52319.96,15894.9,Within SLA,Late,2023,April,2
TG-29262,2023-04-05,2023-04-26,Transport Department,Vehicle Registration Delay,Closed,16.571649,81.042146,504208,21,1,4.39,-0.381,3760.29,1395.9,Breached,Late,2023,April,2
TG-29263,2023-08-02,2023-09-07,Education Department,School Infrastructure Issue,Closed,16.817074,80.270898,500047,36,2,6.6,-0.272,16385.81,5323.2,Breached,Late,2023,August,3
TG-29264,2023-01-06,2023-01-11,Public Health,Mosquito Breeding,Closed,17.600501,77.474922,500088,5,0,5.27,-0.327,20261.77,5608.6,Within SLA,Late,2023,January,1
TG-29265,2023-01-27,,TSRTC,Bus Route Irregularity,Open,19.184309,79.011561,500035,2,1,4.85,-0.22,2591.88,6157.1,Within SLA,Open,2023,January,1
TG-29266,2023-07-04,2023-07-08,Municipal Corporation,Stray Animal Menace,Closed,18.304534,80.588815,506101,4,0,5.19,0.843,17315.92,1897.9,Within SLA,Late,2023,July,3
TG-29267,2023-11-03,2023-11-07,TSNPDCL,Electricity Meter Tampering,Closed,19.402684,77.368024,501218,4,2,7.81,-0.085,45515.98,3995.5,Breached,Late,2023,November,4
TG-29268,2023-05-19,2023-06-25,Panchayati Raj,Rural Road Damage,Closed,17.176263,79.991014,502220,37,0,6.63,-0.213,19898.48,2291.7,Breached,Late,2023,May,2
TG-29269,2023-06-01,2023-06-03,TSSPDCL,Transformer Fault,Closed,18.210229,78.935081,506001,2,0,8.14,0.42,46341.65,2646.7,Within SLA,Late,2023,June,2
TG-29270,2023-07-04,,Revenue Department,Property Tax Dispute,Open,19.075949,81.063733,506003,12,0,3.48,0.219,6009.33,2146.6,Within SLA,Open,2023,July,3
TG-29271,2023-01-03,2023-01-12,Police Department,Noise Pollution,Closed,17.546972,78.925094,507115,9,0,2.54,0.085,1393.72,2198.1,Within SLA,Late,2023,January,1
TG-29272,2023-12-24,,HMWS&SB,Water Supply Disruption,Pending,16.81875,78.168684,500035,8,1,7.28,-0.082,48718.27,3231.8,Breached,Open,2023,December,4
TG-29273,2023-03-27,2023-04-09,HMWS&SB,Sewage Overflow,Closed,17.095192,81.366037,502220,13,0,8.57,-0.309,183367.79,2858.9,Breached,Late,2023,March,1
TG-29274,2023-02-12,,TSSPDCL,Power Outage,Open,18.944759,79.303556,508001,1,0,6.06,0.164,19063.97,359.7,Within SLA,Open,2023,February,1
TG-29275,2023-08-31,,Food & Civil Supplies,Ration Card Issue,Open,18.012183,79.153093,500001,6,1,6.72,0.432,24962.84,11289.1,Within SLA,Open,2023,August,3
TG-29276,2023-08-09,,Education Department,School Infrastructure Issue,Pending,19.247341,81.255561,501218,29,0,6.68,-0.012,24297.61,8126.0,Breached,Open,2023,August,3
TG-29277,2023-02-04,2023-02-12,Public Health,Hospital Staff Misconduct,Closed,17.665638,80.518379,500035,8,2,6.57,-0.181,59210.08,4034.4,Breached,Late,2023,February,1
TG-29278,2023-09-20,2023-10-09,Food & Civil Supplies,Food Adulteration,Closed,18.920492,79.770073,502270,19,1,9.15,-0.729,163822.59,2874.7,Breached,Late,2023,September,3
TG-29279,2023-11-10,2023-11-17,Food & Civil Supplies,Food Adulteration,Closed,19.755812,81.292877,500039,7,0,8.4,-0.604,183600.95,7113.2,Within SLA,Late,2023,November,4
TG-29280,2023-06-13,2023-06-23,Agriculture Department,Crop Damage Compensation,Closed,18.231032,78.432822,506001,10,0,8.55,-0.405,72445.91,1862.7,Within SLA,Late,2023,June,2
TG-29281,2023-03-29,2023-03-31,HMWS&SB,Water Pipeline Leakage,Closed,16.803075,78.068417,505172,2,0,8.16,-0.037,72526.04,2901.9,Within SLA,Late,2023,March,1
TG-29282,2023-08-25,2023-09-15,TSIIC,Industrial Pollution,Closed,17.120613,78.699454,500003,21,0,9.65,-0.356,122294.56,17813.4,Within SLA,Late,2023,August,3
TG-29283,2023-06-06,2023-06-08,TSNPDCL,Electricity Meter Tampering,Closed,18.453206,79.099476,505172,2,0,7.25,0.387,20222.14,1821.2,Within SLA,Late,2023,June,2
TG-29284,2023-05-13,2023-05-22,Roads & Buildings,Pothole on Road,Closed,18.451355,77.450152,500014,9,0,5.46,0.251,56753.58,9174.0,Within SLA,Late,2023,May,2
TG-29285,2023-08-30,2023-09-04,Water Resources,Borewell Water Contamination,Closed,16.753491,80.224944,500004,5,0,7.04,-0.238,86252.56,8529.3,Within SLA,Late,2023,August,3
TG-29286,2023-01-01,2023-01-14,Public Health,Hospital Staff Misconduct,Closed,19.888614,80.776941,506101,13,2,7.19,-0.72,52577.66,2165.1,Breached,Late,2023,January,1
TG-29287,2023-08-10,2023-08-13,GHMC,Footpath Encroachment,Closed,16.538872,78.183783,508001,3,0,3.42,-0.233,13936.93,1071.5,Within SLA,Late,2023,August,3
TG-29288,2023-03-02,2023-03-13,Water Resources,Borewell Water Contamination,Closed,19.256791,78.304132,500003,11,0,7.43,0.277,155576.32,9657.7,Within SLA,Late,2023,March,1
TG-29289,2023-11-18,2023-11-27,TSNPDCL,Electricity Meter Tampering,Closed,17.26464,78.202846,500070,9,0,7.65,-0.611,24789.09,5153.8,Breached,Late,2023,November,4
TG-29290,2023-01-25,2023-02-03,HMDA,Illegal Construction,Closed,17.747825,77.485757,503187,9,0,7.73,0.359,66963.36,690.0,Within SLA,Late,2023,January,1
TG-29291,2023-01-13,2023-02-06,Transport Department,Vehicle Registration Delay,Closed,19.060949,79.145597,501401,24,0,4.39,-0.258,2925.5,4000.9,Breached,Late,2023,January,1
TG-29292,2023-06-19,,Panchayati Raj,Rural Road Damage,Pending,18.68601,80.356633,502286,17,0,6.65,-0.084,29715.09,999.4,Breached,Open,2023,June,2
TG-29293,2023-03-02,2023-03-25,Revenue Department,Property Tax Dispute,Closed,18.686681,77.622897,500001,23,0,4.81,0.378,20823.67,17762.7,Within SLA,Late,2023,March,1
TG-29294,2023-04-06,2023-04-20,Labour Department,Labour Wage Dispute,Closed,16.894818,78.165033,500028,14,0,7.82,0.024,41582.01,13642.3,Within SLA,Late,2023,April,2
TG-29295,2023-12-05,2023-12-06,GHMC,Streetlight Not Working,Closed,18.511073,80.474046,500088,1,0,5.92,0.151,6739.87,4577.4,Within SLA,Late,2023,December,4
TG-29296,2023-02-28,2023-03-11,Labour Department,Labour Wage Dispute,Closed,17.183672,79.776961,500010,11,0,7.51,0.624,34458.83,8858.4,Within SLA,Late,2023,February,1
TG-29297,2023-01-24,2023-02-11,Agriculture Department,Crop Damage Compensation,Closed,18.384217,78.54274,500070,18,0,7.49,-0.081,53962.03,7016.4,Within SLA,Late,2023,January,1
TG-29298,2023-08-22,,TSIIC,Industrial Pollution,Open,17.809502,78.071152,502270,13,0,9.35,0.403,201983.64,2960.5,Within SLA,Open,2023,August,3
TG-29299,2023-01-22,,TSNPDCL,Electricity Meter Tampering,Pending,19.000633,77.652147,501301,3,0,6.53,-0.138,53936.4,7175.0,Within SLA,Open,2023,January,1
TG-29300,2023-01-28,2023-03-29,Agriculture Department,Crop Damage Compensation,Closed,17.701999,79.297206,506132,60,0,6.47,-0.359,19194.2,2137.3,Breached,Late,2023,January,1
TG-29301,2023-03-30,,Police Department,Noise Pollution,Open,17.249609,80.047601,505209,7,0,3.37,0.274,3604.54,2080.6,Within SLA,Open,2023,March,1
TG-29302,2023-04-30,2023-05-20,HMDA,Illegal Construction,Closed,19.465324,77.907498,500034,20,0,6.99,-0.101,66088.23,14536.1,Within SLA,Late,2023,April,2
TG-29303,2023-05-16,,TSNPDCL,Electricity Meter Tampering,Open,16.730344,81.256694,500033,3,2,5.47,0.376,52582.33,8645.7,Within SLA,Open,2023,May,2
TG-29304,2023-02-10,,HMWS&SB,Water Supply Disruption,Open,16.940645,81.217579,504251,1,0,6.79,0.47,80414.19,1337.1,Within SLA,Open,2023,February,1
TG-29305,2023-08-26,2023-08-30,HMWS&SB,Water Supply Disruption,Closed,18.438616,79.496397,508116,4,0,8.92,0.232,179944.65,1524.1,Within SLA,Late,2023,August,3
TG-29306,2023-02-11,2023-03-01,TSIIC,Industrial Pollution,Closed,19.480177,78.546008,500033,18,0,7.82,0.157,61106.0,17415.0,Within SLA,Late,2023,February,1
TG-29307,2023-10-13,2023-10-20,GHMC,Drainage Blockage,Closed,17.886333,78.940985,501401,7,0,7.02,0.035,31608.44,7558.0,Within SLA,Late,2023,October,4
TG-29308,2023-11-10,2023-12-10,Roads & Buildings,Pothole on Road,Closed,18.76359,81.354297,506003,30,1,6.32,-0.178,58288.87,703.9,Breached,Late,2023,November,4
TG-29309,2023-03-04,2023-03-21,GHMC,Drainage Blockage,Closed,18.000121,77.924988,500074,17,0,5.81,-0.333,58979.4,5710.3,Breached,Late,2023,March,1
TG-29310,2023-11-29,2023-12-05,Public Health,Mosquito Breeding,Closed,18.285099,80.546113,502296,6,2,6.29,-0.353,37820.14,1640.6,Breached,Late,2023,November,4
TG-29311,2023-09-29,2023-10-11,Forest Department,Deforestation Complaint,Closed,19.485674,77.713656,502286,12,0,7.92,0.579,51720.38,2823.2,Within SLA,Late,2023,September,3
TG-29312,2023-06-18,2023-07-23,Water Resources,Borewell Water Contamination,Closed,18.742645,79.800011,506001,35,0,7.7,0.173,41847.24,3795.4,Breached,Late,2023,June,2
TG-29313,2023-01-14,,Roads & Buildings,Pothole on Road,Pending,16.805621,79.598572,500014,18,0,7.65,-0.191,23734.22,8947.7,Breached,Open,2023,January,1
TG-29314,2023-06-20,2023-06-26,Transport Department,Vehicle Registration Delay,Closed,18.193,80.957229,500035,6,0,4.11,0.48,2521.81,3269.6,Within SLA,Late,2023,June,2
TG-29315,2023-08-04,2023-09-19,Labour Department,Labour Wage Dispute,Closed,19.302317,77.339871,500076,46,2,6.41,-0.959,52323.44,8827.6,Breached,Late,2023,August,3
TG-29316,2023-11-28,2023-11-29,TSNPDCL,Electricity Meter Tampering,Closed,16.548991,78.957081,504251,1,0,6.26,0.177,28125.31,683.2,Within SLA,Late,2023,November,4
TG-29317,2023-11-08,2023-11-20,Labour Department,Labour Wage Dispute,Closed,19.284518,78.257507,509103,12,0,6.51,0.572,14755.8,1223.6,Within SLA,Late,2023,November,4
TG-29318,2023-03-23,2023-04-24,Police Department,Noise Pollution,Closed,17.795353,79.743274,509125,32,0,3.42,-0.531,1281.1,812.6,Breached,Late,2023,March,1
TG-29319,2023-02-15,2023-02-22,Municipal Corporation,Stray Animal Menace,Closed,19.716826,78.090771,501301,7,0,6.58,-0.35,7952.9,9473.9,Within SLA,Late,2023,February,1
TG-29320,2023-10-30,2023-11-05,Transport Department,Vehicle Registration Delay,Closed,16.819226,78.918397,504001,6,0,3.63,-0.138,1665.68,855.2,Within SLA,Late,2023,October,4
TG-29321,2023-04-21,,GHMC,Drainage Blockage,Pending,16.734134,78.792752,500001,8,2,7.12,-0.296,70415.37,14392.7,Breached,Open,2023,April,2
TG-29322,2023-03-30,2023-04-02,Agriculture Department,Crop Damage Compensation,Closed,18.610895,77.625514,508248,3,0,7.96,0.052,29906.94,307.0,Within SLA,Late,2023,March,1
TG-29323,2023-03-17,2023-03-19,TSNPDCL,Electricity Meter Tampering,Closed,18.283647,81.216973,505327,2,0,5.32,0.413,15589.23,2219.3,Within SLA,Late,2023,March,1
TG-29324,2023-10-07,2023-10-08,TSSPDCL,Transformer Fault,Closed,16.517937,78.534627,500033,1,0,6.28,0.243,57905.35,10959.0,Within SLA,Late,2023,October,4
TG-29325,2023-03-24,2023-03-30,Food & Civil Supplies,Ration Card Issue,Closed,16.701345,77.245292,502313,6,0,6.0,-0.538,21746.95,634.0,Within SLA,Late,2023,March,1
TG-29326,2023-11-09,2023-11-10,Education Department,School Infrastructure Issue,Closed,18.14663,80.236361,500004,1,0,4.42,0.109,19863.97,17440.0,Within SLA,Late,2023,November,4
TG-29327,2023-08-26,2023-09-03,TSNPDCL,Electricity Meter Tampering,Closed,17.645953,79.019915,500001,8,1,6.78,-0.419,48686.45,13832.9,Breached,Late,2023,August,3
TG-29328,2023-11-09,2023-11-10,Education Department,School Infrastructure Issue,Closed,18.978016,78.535834,500033,1,0,4.45,0.275,5771.87,11958.5,Within SLA,Late,2023,November,4
TG-29329,2023-12-02,2023-12-03,TSSPDCL,Power Outage,Closed,19.506809,80.760988,500004,1,0,7.77,0.549,78185.39,15230.0,Within SLA,Late,2023,December,4
TG-29330,2023-06-22,,Public Health,Mosquito Breeding,Pending,18.433504,77.271706,500088,10,1,5.98,-0.586,37667.89,6502.6,Breached,Open,2023,June,2
TG-29331,2023-07-28,2023-07-30,Municipal Corporation,Stray Animal Menace,Closed,17.740824,79.265578,506001,2,0,6.95,-0.036,25917.38,804.4,Within SLA,Late,2023,July,3
TG-29332,2023-06-03,2023-06-06,TSNPDCL,Electricity Meter Tampering,Closed,18.018332,78.627217,505172,3,0,6.28,0.541,34731.75,1879.0,Within SLA,Late,2023,June,2
TG-29333,2023-08-22,2023-08-23,TSSPDCL,Power Outage,Closed,18.386736,77.54528,505327,1,0,8.13,-0.277,23353.55,935.4,Within SLA,Late,2023,August,3
TG-29334,2023-09-04,2023-09-08,Public Health,Hospital Staff Misconduct,Closed,19.573955,77.810095,505001,4,0,8.1,-0.07,78831.19,2387.4,Within SLA,Late,2023,September,3
TG-29335,2023-07-13,,TSNPDCL,Electricity Meter Tampering,Pending,18.806677,79.580483,500035,6,1,7.65,-0.184,80272.15,4623.9,Breached,Open,2023,July,3
TG-29336,2023-11-22,,GHMC,Footpath Encroachment,Open,18.230974,80.859046,503309,6,0,3.81,-0.354,9461.26,1771.2,Within SLA,Open,2023,November,4
TG-29337,2023-04-08,2023-04-09,Transport Department,Vehicle Registration Delay,Closed,16.895061,80.649279,502110,1,0,4.14,0.441,3730.18,1842.0,Within SLA,Late,2023,April,2
TG-29338,2023-10-14,2023-11-07,Revenue Department,Property Tax Dispute,Closed,18.943116,78.380663,500070,24,0,4.79,0.46,18934.16,5901.0,Within SLA,Late,2023,October,4
TG-29339,2023-02-07,2023-02-11,HMWS&SB,Water Pipeline Leakage,Closed,18.792266,81.145068,501401,4,0,6.79,-0.093,36635.37,4036.0,Within SLA,Late,2023,February,1
TG-29340,2023-09-08,2023-09-16,Revenue Department,Encroachment of Public Land,Closed,19.636908,77.720949,506101,8,0,7.11,-0.145,66026.2,1654.9,Within SLA,Late,2023,September,3
TG-29341,2023-07-28,2023-07-31,Roads & Buildings,Road Cave-in,Closed,16.656981,80.657728,500035,3,0,8.87,-0.034,97266.98,8359.4,Within SLA,Late,2023,July,3
TG-29342,2023-04-15,2023-04-19,Food & Civil Supplies,Food Adulteration,Closed,18.065475,80.548607,500008,4,0,9.83,0.016,103948.16,13923.5,Within SLA,Late,2023,April,2
TG-29343,2023-11-09,2023-11-16,Water Resources,Borewell Water Contamination,Closed,17.820857,77.747597,507303,7,0,8.99,-0.372,156218.26,1534.3,Within SLA,Late,2023,November,4
TG-29344,2023-02-21,2023-02-26,GHMC,Drainage Blockage,Closed,17.280052,77.813589,500014,5,0,7.7,0.055,60570.89,4061.6,Within SLA,Late,2023,February,1
TG-29345,2023-06-05,2023-06-08,TSSPDCL,Transformer Fault,Closed,18.642284,77.600598,500035,3,0,6.71,-0.576,37013.96,3819.5,Within SLA,Late,2023,June,2
TG-29346,2023-05-20,,Police Department,Noise Pollution,Open,16.897885,80.331198,503111,4,0,3.34,0.048,3939.51,1296.9,Within SLA,Open,2023,May,2
TG-29347,2023-07-24,,HMDA,Illegal Construction,Pending,18.897282,77.668539,500010,36,2,7.72,-0.384,30892.52,8713.5,Breached,Open,2023,July,3
TG-29348,2023-01-03,2023-01-18,Education Department,School Infrastructure Issue,Closed,17.874696,77.517594,500002,15,0,5.31,0.028,13565.1,9926.0,Within SLA,Late,2023,January,1
TG-29349,2023-10-28,2023-11-04,Education Department,School Infrastructure Issue,Closed,18.369124,80.514877,505001,7,0,4.05,-0.482,14107.58,818.5,Within SLA,Late,2023,October,4
TG-29350,2023-06-27,2023-06-29,HMWS&SB,Water Pipeline Leakage,Closed,17.436811,78.120521,503185,2,0,7.91,0.44,26233.98,2218.3,Within SLA,Late,2023,June,2
TG-29351,2023-11-24,2023-11-27,HMWS&SB,Water Supply Disruption,Closed,17.777876,79.403965,505325,3,0,7.32,0.167,139434.94,1216.1,Within SLA,Late,2023,November,4
TG-29352,2023-07-13,2023-09-03,Water Resources,Borewell Water Contamination,Closed,19.402268,80.594919,500035,52,0,7.75,-0.398,152666.54,7728.6,Breached,Late,2023,July,3
TG-29353,2023-01-03,2023-01-04,TSSPDCL,Transformer Fault,Closed,17.459365,79.546981,500004,1,0,7.58,0.249,76928.33,9628.7,Within SLA,Late,2023,January,1
TG-29354,2023-02-16,2023-03-02,HMDA,Illegal Construction,Closed,16.730923,78.756849,505001,14,0,6.37,-0.262,59674.54,919.6,Within SLA,Late,2023,February,1
TG-29355,2023-03-07,2023-03-10,TSRTC,Bus Route Irregularity,Closed,17.247478,78.394424,505001,3,0,3.72,-0.281,4332.09,816.9,Within SLA,Late,2023,March,1
TG-29356,2023-08-10,,Agriculture Department,Crop Damage Compensation,Open,18.487357,78.270893,509001,1,0,6.85,0.129,42763.05,721.2,Within SLA,Open,2023,August,3
TG-29357,2023-02-15,,HMWS&SB,Water Pipeline Leakage,Open,17.52193,77.781733,507101,1,2,7.88,-0.148,34846.87,576.6,Within SLA,Open,2023,February,1
TG-29358,2023-07-29,2023-08-01,HMWS&SB,Sewage Overflow,Closed,16.590471,79.532778,500034,3,0,9.5,0.151,209332.46,13282.8,Within SLA,Late,2023,July,3
TG-29359,2023-09-29,2023-10-15,GHMC,Drainage Blockage,Closed,16.726122,80.950522,500028,16,2,7.28,-0.21,35194.83,11886.2,Breached,Late,2023,September,3
TG-29360,2023-03-14,2023-04-05,Education Department,School Infrastructure Issue,Closed,18.954532,81.270663,502113,22,1,6.61,0.125,19944.67,987.0,Breached,Late,2023,March,1
TG-29361,2023-09-11,,HMWS&SB,Water Pipeline Leakage,Open,19.65951,81.167176,500016,4,0,7.95,-0.002,45688.19,9087.7,Within SLA,Open,2023,September,3
TG-29362,2023-12-26,,GHMC,Garbage Not Collected,Pending,17.669744,79.783847,503001,9,0,4.42,-0.343,5489.76,2119.6,Breached,Open,2023,December,4
TG-29363,2023-03-19,,TSRTC,Bus Route Irregularity,Pending,19.452462,78.334766,501301,10,1,4.61,0.616,7796.44,4273.5,Within SLA,Open,2023,March,1
TG-29364,2023-02-03,2023-02-13,GHMC,Drainage Blockage,Closed,18.384557,78.274355,500002,10,0,5.92,-0.362,59425.8,11305.1,Breached,Late,2023,February,1
TG-29365,2023-01-30,2023-02-19,TSIIC,Industrial Pollution,Closed,18.046787,81.243774,507123,20,0,7.58,0.22,135770.27,2291.0,Within SLA,Late,2023,January,1
TG-29366,2023-12-18,2024-01-01,Roads & Buildings,Pothole on Road,Closed,17.343346,81.087586,503309,14,0,6.33,0.151,67220.99,800.4,Within SLA,Late,2023,December,4
TG-29367,2023-08-25,2023-09-07,GHMC,Drainage Blockage,Closed,17.889637,77.83246,500076,13,1,5.45,0.387,56187.41,5352.9,Breached,Late,2023,August,3
TG-29368,2023-10-16,,GHMC,Footpath Encroachment,Open,17.197568,80.812436,505001,4,0,5.43,0.08,16409.13,1890.7,Within SLA,Open,2023,October,4
TG-29369,2023-12-22,2024-01-24,Panchayati Raj,Rural Road Damage,Closed,18.863016,80.574644,500033,33,1,5.44,0.267,20883.22,11194.0,Breached,Late,2023,December,4
TG-29370,2023-01-04,2023-01-09,GHMC,Garbage Not Collected,Closed,17.825962,78.834095,506132,5,0,3.41,0.585,9338.21,3456.0,Within SLA,Late,2023,January,1
TG-29371,2023-04-18,2023-05-02,Roads & Buildings,Pothole on Road,Closed,16.795217,77.617506,509001,14,0,5.21,-0.657,19816.39,924.1,Within SLA,Late,2023,April,2
TG-29372,2023-09-28,2023-09-29,GHMC,Streetlight Not Working,Closed,18.613992,79.496743,506001,1,0,3.42,-0.105,9822.49,3711.7,Within SLA,Late,2023,September,3
TG-29373,2023-04-15,2023-05-06,Labour Department,Labour Wage Dispute,Closed,18.396844,80.731961,500018,21,0,6.44,0.146,15387.46,10479.1,Within SLA,Late,2023,April,2
TG-29374,2023-07-19,2023-07-21,HMWS&SB,Sewage Overflow,Closed,16.850487,77.259849,500010,2,0,9.34,0.041,118383.0,8718.9,Within SLA,Late,2023,July,3
TG-29375,2023-07-17,2023-08-01,Revenue Department,Property Tax Dispute,Closed,18.318869,79.839732,503309,15,0,4.46,0.062,5639.51,2140.1,Within SLA,Late,2023,July,3
TG-29376,2023-08-23,,Roads & Buildings,Pothole on Road,Pending,19.255926,81.059142,509336,16,1,7.27,0.324,21263.65,629.4,Breached,Open,2023,August,3
TG-29377,2023-02-22,2023-02-24,GHMC,Streetlight Not Working,Closed,16.799161,80.078026,500004,2,0,3.14,0.764,13694.22,14945.1,Within SLA,Late,2023,February,1
TG-29378,2023-12-04,2023-12-18,Public Health,Hospital Staff Misconduct,Closed,19.18035,80.956476,502296,14,1,6.6,-0.539,21057.44,754.4,Breached,Late,2023,December,4
TG-29379,2023-11-21,2023-12-01,HMWS&SB,Water Supply Disruption,Closed,17.649185,77.218268,500001,10,3,6.21,-0.228,71794.04,16965.2,Breached,Late,2023,November,4
TG-29380,2023-01-31,,Public Health,Hospital Staff Misconduct,Pending,17.356282,78.496403,500028,10,0,6.49,-0.266,20727.58,8837.9,Breached,Open,2023,January,1
TG-29381,2023-02-13,2023-02-25,Municipal Corporation,Stray Animal Menace,Closed,17.474312,79.324855,502270,12,0,4.93,-0.046,5996.21,1953.1,Breached,Late,2023,February,1
TG-29382,2023-02-16,2023-02-20,GHMC,Garbage Not Collected,Closed,17.001104,78.031843,509336,4,0,6.87,0.21,21961.15,1477.0,Within SLA,Late,2023,February,1
TG-29383,2023-06-04,2023-06-10,Revenue Department,Encroachment of Public Land,Closed,16.630446,77.486437,500004,6,0,7.15,0.487,31389.84,14049.6,Within SLA,Late,2023,June,2
TG-29384,2023-02-05,2023-02-08,TSNPDCL,Electricity Meter Tampering,Closed,19.646643,80.637415,506003,3,0,5.79,-0.476,54132.21,1081.1,Within SLA,Late,2023,February,1
TG-29385,2023-11-11,2023-11-21,Public Health,Mosquito Breeding,Closed,16.663802,78.048418,500058,10,1,5.17,-0.184,25820.39,8354.6,Breached,Late,2023,November,4
TG-29386,2023-12-17,2023-12-20,Public Health,Mosquito Breeding,Closed,17.393987,79.657823,500001,3,0,6.02,0.116,41426.5,12929.3,Within SLA,Late,2023,December,4
TG-29387,2023-07-12,2023-07-18,Roads & Buildings,Pothole on Road,Closed,18.088389,81.306195,503001,6,0,5.24,0.188,21353.64,2213.1,Within SLA,Late,2023,July,3
TG-29388,2023-01-12,2023-01-14,TSSPDCL,Transformer Fault,Closed,17.579393,79.884678,505209,2,0,6.85,0.664,16414.29,1428.8,Within SLA,Late,2023,January,1
